question_index,full_prompt,prefill_tokens,generated_output,generated_tokens,gold_answer,predicted_answer,correct,f1,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_mb
921,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Over three quarters of the student body has some proficiency in a second language (numbering 107 languages in total). This is partially due to the fact that 45 percent of the student body at BYU has been missionaries for LDS Church, and many of them learned a foreign language as part of their mission assignment. During any given semester, about one-third of the student body is enrolled in foreign language classes, a rate nearly four times the national average. BYU offers courses in over 60 different languages, many with advanced courses that are seldom offered elsewhere. Several of its language programs are the largest of their kind in the nation, the Russian program being one example. The university was selected by the United States Department of Education as the location of the national Middle East Language Resource Center, making the school a hub for experts on that region. It was also selected as a Center for International Business Education Research, a function of which is to train business employees in international languages and relations.
Question: Who chose BYU as the location of the national Middle East Language Resource Center?
Answer:",245, The United States Department of Education,6,United States Department of Education,The United States Department of Education,1,1.0,1.161515677322273,0.026773454000021957,0.06581704533334687,0.42167572600010317,30.625
922,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: A few special additions enhance the language-learning experience. For example, BYU's International Cinema, featuring films in several languages, is the largest and longest-running university-run foreign film program in the country. As already noted, BYU also offers an intensive foreign language living experience, the Foreign Language Student Residence. This is an on-campus apartment complex where students commit to speak only their chosen foreign language while in their apartments. Each apartment has at least one native speaker to ensure correct language usage.
Question: Which BYU building features films in several languages?
Answer:",140, BYU's Harris Fine Arts Center,6,International Cinema,BYU's Harris Fine Arts Center,0,0.0,2.6517603643465564,0.02462634399989838,0.06576538533333103,0.4192186559998845,17.5
923,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The university operates under 11 colleges or schools, which collectively offer 194 bachelor's degree programs, 68 master's degree programs, 25 PhD programs, and a Juris Doctor program. BYU also manages some courses and majors through the David M. Kennedy Center for International Studies and ""miscellaneous"" college departments, including Undergraduate Education, Graduate Studies, Independent Study, Continuing Education, and the Honors Program. BYU's Winter semester ends earlier than most universities in April since there is no Spring break, thus allowing students to pursue internships and other summer activities earlier. A typical academic year is broken up into two semesters: Fall (September–December) and Winter (January–April), as well as two shorter terms during the summer months: Spring (May–June) and Summer (July–August).
Question: Why does BYU's Winter semester end earlier than most colleges?
Answer:",212, There is no answer to this question.,8,there is no Spring break,There is no answer to this question.,0,0.5,2.327041741483871,0.026040524000109144,0.06613040112500812,0.5550837330001741,26.5
924,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Some 97 percent of male BYU graduates and 32 percent of female graduates took a hiatus from their undergraduate studies at one point to serve as LDS missionaries. In October 2012, the LDS Church announced at its general conference that young men could serve a mission after they turn 18 and have graduated from high school, rather than after age 19 under the old policy. Many young men would often attend a semester or two of higher education prior to beginning missionary service. This policy change will likely impact what has been the traditional incoming freshman class at BYU. Female students may now begin their missionary service anytime after turning 19, rather than age 21 under the previous policy. For males, a full-time mission is two years in length, and for females it lasts 18 months.
Question: How long is a full-time mission for males?
Answer:",203, two years,2,two years,two years,1,1.0,1.5394554314365836,0.026262313000188442,0.06619471849990077,0.15865174999999,25.375
925,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The BYU Broadcasting Technical Operations Center is an HD production and distribution facility that is home to local PBS affiliate KBYU-TV, local classical music station KBYU-FM Classical 89, BYU Radio, BYU Radio Instrumental, BYU Radio International, BYUtv and BYU Television International with content in Spanish and Portuguese (both available via terrestrial, satellite, and internet signals). BYUtv is also available via cable throughout some areas of the United States. The BYU Broadcasting Technical Operations Center is home to three television production studios, two television control rooms, radio studios, radio performance space, and master control operations.
Question: Which BYU station offers content in both Spanish and Portugese?
Answer:",168, BYUtv,2,BYU Television International,BYUtv,0,0.0,1.760603183568286,0.025266033999969295,0.06676823350005634,0.15880250100008197,21.0
926,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The origins of the department store lay in the growth of the conspicuous consumer society at the turn of the 19th century. As the Industrial Revolution accelerated economy expansion, the affluent middle-class grew in size and wealth. This urbanized social group, sharing a culture of consumption and changing fashion, was the catalyst for the retail revolution. As rising prosperity and social mobility increased the number of people, especially women (who found they could shop unaccompanied at department stores without damaging their reputation), with disposable income in the late Georgian period, window shopping was transformed into a leisure activity and entrepreneurs, like the potter Josiah Wedgwood, pioneered the use of marketing techniques to influence the prevailing tastes and preferences of society.
Question: What social group grew as a result of the industrial revolution?
Answer:",191, the middle class,3,the affluent middle-class,the middle class,0,0.0,2.0640198642851235,0.025916982999888205,0.06639616699999351,0.22510548399986874,23.875
927,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Since the opening policy in 1979, the Chinese department stores also develops swiftly along with the fast-growing economy. There are different department store groups dominating different regions. For example, INTIME department store has the biggest market presence in Zhejiang province, while Jinying department stores dominate Jiangsu Province. Besides, there are many other department store groups, such as Pacific, Parkson, Wangfujing，New World，etc., many of them are expanding quickly by listing in the financial market.
Question: What area does INTIME department stores have the most influence in?
Answer:",151, Zhejiang,3,Zhejiang province,Zhejiang,0,0.6666666666666666,1.647550823025751,0.02493587399999342,0.06602041366666829,0.2229971149999983,18.875
928,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Trade secret misappropriation is different from violations of other intellectual property laws, since by definition trade secrets are secret, while patents and registered copyrights and trademarks are publicly available. In the United States, trade secrets are protected under state law, and states have nearly universally adopted the Uniform Trade Secrets Act. The United States also has federal law in the form of the Economic Espionage Act of 1996 (18 U.S.C. §§ 1831–1839), which makes the theft or misappropriation of a trade secret a federal crime. This law contains two provisions criminalizing two sorts of activity. The first, 18 U.S.C. § 1831(a), criminalizes the theft of trade secrets to benefit foreign powers. The second, 18 U.S.C. § 1832, criminalizes their theft for commercial or economic purposes. (The statutory penalties are different for the two offenses.) In Commonwealth common law jurisdictions, confidentiality and trade secrets are regarded as an equitable right rather than a property right but penalties for theft are roughly the same as the United States.[citation needed]
Question: Commonwealth common law regards trade secrets as what kind of right?
Answer:",268, an equitable right,3,an equitable right,an equitable right,1,1.0,1.5638379603143728,0.03442096100002345,0.06613917033337202,0.23283847200013952,33.5
929,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The British divided Florida into the two colonies of British East Florida and British West Florida. The British government gave land grants to officers and soldiers who had fought in the French and Indian War in order to encourage settlement. In order to induce settlers to move to the two new colonies reports of the natural wealth of Florida were published in England. A large number of British colonists who were ""energetic and of good character"" moved to Florida, mostly coming from South Carolina, Georgia and England though there was also a group of settlers who came from the colony of Bermuda. This would be the first permanent English-speaking population in what is now Duval County, Baker County, St. Johns County and Nassau County. The British built good public roads and introduced the cultivation of sugar cane, indigo and fruits as well the export of lumber.
Question: What did the Colonist cultivate
Answer:",209," sugar cane, indigo and fruits",7,"the cultivation of sugar cane, indigo and fruits as well the export of lumber","sugar cane, indigo and fruits",0,0.5882352941176471,1.2371116919999412,0.02611774299998615,0.0661084608571595,0.4888769690001027,26.125
930,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The United States Census Bureau estimates that the population of Florida was 20,271,272 on July 1, 2015, a 7.82% increase since the 2010 United States Census. The population of Florida in the 2010 census was 18,801,310. Florida was the seventh fastest-growing state in the U.S. in the 12-month period ending July 1, 2012. In 2010, the center of population of Florida was located between Fort Meade and Frostproof. The center of population has moved less than 5 miles (8 km) to the east and approximately 1 mile (1.6 km) to the north between 1980 and 2010 and has been located in Polk County since the 1960 census. The population exceeded 19.7 million by December 2014, surpassing the population of the state of New York for the first time.
Question: Where did florida rank in population growth
Answer:",237, seventh,1,Florida was the seventh fastest-growing state,seventh,0,0.33333333333333337,4.792852747374691,0.026624363000109952,0.06592900399982682,0.09255336699993677,29.625
931,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: From the 1930s through much of the 1960s, Florida was essentially a one-party state dominated by white conservative Democrats, who together with other Democrats of the Solid South, exercised considerable control in Congress. They gained federal money from national programs; like other southern states, Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary. Since the 1970s, the conservative white majority of voters in the state has largely shifted from the Democratic to the Republican Party. It has continued to support Republican presidential candidates through the 20th century, except in 1976 and 1996, when the Democratic nominee was from the South. They have had ""the luxury of voting for presidential candidates who pledge to cut taxes and halt the expansion of government while knowing that their congressional delegations will continue to protect federal spending.""
Question: Does Florida benefit from taxes
Answer:",217, Florida has the luxury of voting for presidential candidates who pledge to cut taxes and halt the expansion of government while knowing that their congressional delegations will continue to protect federal spending.,34,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,Florida has the luxury of voting for presidential candidates who pledge to cut taxes and halt the expansion of government while knowing that their congressional delegations will continue to protect federal spending.,0,0.13043478260869568,1.1591793908943433,0.02611208300004364,0.0658105337647077,2.2636702310001056,27.125
932,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: At Live Aid, held at Wembley on 13 July 1985, in front of the biggest-ever TV audience of 1.9 billion, Queen performed some of their greatest hits, during which the sold-out stadium audience of 72,000 people clapped, sang, and swayed in unison. The show's organisers, Bob Geldof and Midge Ure, other musicians such as Elton John, Cliff Richard and Dave Grohl, and music journalists writing for the BBC, CNN, Rolling Stone, MTV, The Telegraph among others, stated that Queen stole the show. An industry poll in 2005 ranked it the greatest rock performance of all time. Mercury's powerful, sustained note during the a cappella section came to be known as ""The Note Heard Round the World"".
Question: Where was Live Aid held?
Answer:",206, Wembley Stadium,4,Wembley,Wembley Stadium,0,0.6666666666666666,1.2735543953500224,0.026141333999930794,0.06578831875003743,0.2892946090000805,25.75
933,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: When interviewed for Mojo magazine the band said the most amazing sight at Live Aid was to see the audience clapping to ""Radio Ga Ga"". Brian May stated: ""I'd never seen anything like that in my life and it wasn't calculated either. We understood our audience and played to them but that was one of those weird accidents because of the (music) video. I remember thinking 'oh great, they've picked it up' and then I thought 'this is not a Queen audience'. This is a general audience who've bought tickets before they even knew we were on the bill. And they all did it. How did they know? Nobody told them to do it.""
Question: What medium helped Queen fans get used to their songs before Live Aid?
Answer:",186, music video,2,(music) video,music video,1,1.0,3.1898189957165015,0.025643253999987792,0.06620016349995694,0.15804358099990168,23.25
934,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In 1999, a Greatest Hits III album was released. This featured, among others, ""Queen + Wyclef Jean"" on a rap version of ""Another One Bites the Dust"". A live version of ""Somebody to Love"" by George Michael and a live version of ""The Show Must Go On"" with Elton John were also featured in the album. By this point, Queen's vast amount of record sales made them the second best selling artist in the UK of all time, behind the Beatles. In 2002, Queen were awarded the 2,207th star on the Hollywood Walk of Fame, which is located at 6358 Hollywood Blvd. On 29 November 2003, May and Taylor performed at the 46664 Concert hosted by Nelson Mandela at Green Point Stadium, Cape Town, to raise awareness of the spread of HIV/AIDS in South Africa. May and Taylor spent time at Mandela's home, discussing how Africa's problems might be approached, and two years later the band was made ambassadors for the 46664 cause.
Question: Who performed a rap version of Another One Bites The Dust?
Answer:",264, Queen + Wyclef Jean,6,Wyclef Jean,Queen + Wyclef Jean,0,0.8,1.174905305031348,0.03356787200004874,0.06554359883333898,0.42682946500008256,33.0
935,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: On 15 August 2006, Brian May confirmed through his website and fan club that Queen + Paul Rodgers would begin producing their first studio album beginning in October, to be recorded at a ""secret location"". Queen + Paul Rodgers performed at the Nelson Mandela 90th Birthday Tribute held in Hyde Park, London on 27 June 2008, to commemorate Mandela's ninetieth birthday, and again promote awareness of the HIV/AIDS pandemic. The first Queen + Paul Rodgers album, titled The Cosmos Rocks, was released in Europe on 12 September 2008 and in the United States on 28 October 2008. Following the release of the album, the band again went on a tour through Europe, opening on Kharkiv's Freedom Square in front of 350,000 Ukrainian fans. The Kharkiv concert was later released on DVD. The tour then moved to Russia, and the band performed two sold-out shows at the Moscow Arena. Having completed the first leg of its extensive European tour, which saw the band play 15 sold-out dates across nine countries, the UK leg of the tour sold out within 90 minutes of going on sale and included three London dates, the first of which was The O2 on 13 October. The last leg of the tour took place in South America, and included a sold-out concert at the Estadio José Amalfitani, Buenos Aires.
Question: In 2008 what disease did Queen perform benefit concerts for?
Answer:",332, HIV/AIDS,2,HIV/AIDS,HIV/AIDS,1,1.0,2.1157713505467965,0.035976871000002575,0.06547947900003237,0.16693582900006732,41.5
936,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The Reformed Presbyterian Church in Malawi has 150 congregations and 17 000–20 000 members. It was a mission of the Free Presbyterian church of Scotland. The Restored Reformed Church works with RPCM. Evangelical Presbyterian Church in Malawi is an existing small church. Part of the Presbyterian Church in Malawi and Zambia is known as CCAP, Church of Central Africa-Presbyterian. Often the churches there have one main congregation and a number of Prayer Houses develop. education, health ministries as well as worship and spiritual development are important.
Question: The Church of Central Africa-Presbyterian often offers what services?
Answer:",163," education, health ministries as well as worship and spiritual development are important.",14,"education, health ministries as well as worship","education, health ministries as well as worship and spiritual development are important.",0,0.7368421052631579,1.2657318545687293,0.02533544399989296,0.06580942014285743,0.946667325999897,20.375
937,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Of the approximately 850 municipalities of Thuringia, 126 are classed as towns (within a district) or cities (forming their own urban district). Most of the towns are small with a population of less than 10,000; only the ten biggest ones have a population greater than 30,000. The first towns emerged during the 12th century, whereas the latest ones received town status only in the 20th century. Today, all municipalities within districts are equal in law, whether they are towns or villages. Independent cities (i.e. urban districts) have greater powers (the same as any district) than towns within a district.
Question: What was the latest a town was established in Thuringia?
Answer:",182, in the 20th century,6,the 20th century,in the 20th century,0,0.8,1.3983662430135948,0.0255925629999183,0.06588642050000242,0.42091108599993277,22.75
938,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: An alternative view offered by Richard Dawkins is of predation as a form of competition: the genes of both the predator and prey are competing for the body (or 'survival machine') of the prey organism. This is best understood in the context of the gene centered view of evolution. Another manner in which predation and competition are connected is throughout intraguild predation. Intraguild predators are those that kill and eat other predators of different species at the same trophic level, and thus that are potential competitors.
Question: What are intraguild predators?
Answer:",150, those that are potential competitors,5,those that kill and eat other predators of different species at the same trophic level,those that are potential competitors,0,0.21052631578947364,1.3783040825638107,0.02489496299995153,0.06570349180001359,0.35341242200001943,18.75
939,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Mobbing can be an interspecies activity: it is common for birds to respond to mobbing calls of a different species. Many birds will show up at the sight of mobbing and watch and call, but not participate. It should also be noted that some species can be on both ends of a mobbing attack. Crows are frequently mobbed by smaller songbirds as they prey on eggs and young from these birds' nests, but these same crows will cooperate with smaller birds to drive away hawks or larger mammalian predators. On occasion, birds will mob animals that pose no threat.
Question: Which bird is an example of being both a predator and defender in mobbing attacks?
Answer:",173, Crows,2,Crows,Crows,1,1.0,1.8422295890003761,0.025404334000086237,0.06605829849991096,0.15752093099990816,21.625
940,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Marvel counts among its characters such well-known superheroes as Spider-Man, Iron Man, Captain America, Wolverine, Thor, Hulk, Ant-Man, such teams as the Avengers, the Guardians of the Galaxy, the Fantastic Four, the Inhumans and the X-Men, and antagonists such as Doctor Doom, The Enchantress, Green Goblin, Ultron, Doctor Octopus, Thanos, Magneto and Loki. Most of Marvel's fictional characters operate in a single reality known as the Marvel Universe, with locations that mirror real-life cities. Characters such as Spider-Man, the Fantastic Four, the Avengers, Daredevil and Doctor Strange are based in New York City, whereas the X-Men have historically been based in Salem Center, New York and Hulk's stories often have been set in the American Southwest.
Question: Fictional placements within this setting are modeled off what?
Answer:",208, real-life locations,3,real-life cities,real-life locations,0,0.5,2.0887678191853087,0.02601200300000528,0.06576848066667178,0.2233174450000206,26.0
941,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Timely's first publication, Marvel Comics #1 (cover dated Oct. 1939), included the first appearance of Carl Burgos' android superhero the Human Torch, and the first appearances of Bill Everett's anti-hero Namor the Sub-Mariner, among other features. The issue was a great success, with it and a second printing the following month selling, combined, nearly 900,000 copies. While its contents came from an outside packager, Funnies, Inc., Timely had its own staff in place by the following year. The company's first true editor, writer-artist Joe Simon, teamed with artist and emerging industry notable Jack Kirby to create one of the first patriotically themed superheroes, Captain America, in Captain America Comics #1 (March 1941). It, too, proved a hit, with sales of nearly one million. Goodman formed Timely Comics, Inc., beginning with comics cover-dated April 1941 or Spring 1941.
Question: Who was Marvel/Timely's first true full-time editor?
Answer:",247, Joe Simon,2,Joe Simon,Joe Simon,1,1.0,1.3731391828619368,0.02656634300001315,0.06594357350002156,0.15845349000005626,30.875
942,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In 1961, writer-editor Stan Lee revolutionized superhero comics by introducing superheroes designed to appeal to more all-ages readers than the predominantly child audiences of the medium. Modern Marvel's first superhero team, the titular stars of The Fantastic Four #1 (Nov. 1961), broke convention with other comic book archetypes of the time by squabbling, holding grudges both deep and petty, and eschewing anonymity or secret identities in favor of celebrity status. Subsequently, Marvel comics developed a reputation for focusing on characterization and adult issues to a greater extent than most superhero comics before them, a quality which the new generation of older readers appreciated. This applied to The Amazing Spider-Man title in particular, which turned out to be Marvel's most successful book. Its young hero suffered from self-doubt and mundane problems like any other teenager, something readers could identify with.
Question: In the Marvel Universe, the public treated conferred what response on the Fantastic Four?
Answer:",230, celebrity,1,celebrity status,celebrity,0,0.6666666666666666,2.3310275641784295,0.026199774000133402,0.0657955229999061,0.0919952970000395,28.75
943,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In 1968, while selling 50 million comic books a year, company founder Goodman revised the constraining distribution arrangement with Independent News he had reached under duress during the Atlas years, allowing him now to release as many titles as demand warranted. Late that year he sold Marvel Comics and his other publishing businesses to the Perfect Film and Chemical Corporation, which continued to group them as the subsidiary Magazine Management Company, with Goodman remaining as publisher. In 1969, Goodman finally ended his distribution deal with Independent by signing with Curtis Circulation Company.
Question: What wholly-owned affiliate of this company did Marvel operate within?
Answer:",157, Magazine Management Company,3,Magazine Management Company,Magazine Management Company,1,1.0,2.7390601782744146,0.024618553999971482,0.06603236366663623,0.22271564499988017,19.625
944,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Marvel held its own comic book convention, Marvelcon '75, in spring 1975, and promised a Marvelcon '76. At the 1975 event, Stan Lee used a Fantastic Four panel discussion to announce that Jack Kirby, the artist co-creator of most of Marvel's signature characters, was returning to Marvel after having left in 1970 to work for rival DC Comics. In October 1976, Marvel, which already licensed reprints in different countries, including the UK, created a superhero specifically for the British market. Captain Britain debuted exclusively in the UK, and later appeared in American comics.
Question: When was the first Marvel-sponsored comics convention?
Answer:",169, Marvelcon '75,4,spring 1975,Marvelcon '75,0,0.0,3.70313509136996,0.025432963999946878,0.06586308375000272,0.28888529899995774,21.125
945,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Peace between England and the Netherlands in 1688 meant that the two countries entered the Nine Years' War as allies, but the conflict—waged in Europe and overseas between France, Spain and the Anglo-Dutch alliance—left the English a stronger colonial power than the Dutch, who were forced to devote a larger proportion of their military budget on the costly land war in Europe. The 18th century saw England (after 1707, Britain) rise to be the world's dominant colonial power, and France becoming its main rival on the imperial stage.
Question: In which war were England and the Netherlands allies?
Answer:",158," the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.",27,Nine Years' War,"the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.",0,0.0,1.223133792996361,0.024972644000172295,0.06590353633333103,1.80436812500011,19.75
946,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: During the middle decades of the 18th century, there were several outbreaks of military conflict on the Indian subcontinent, the Carnatic Wars, as the English East India Company (the Company) and its French counterpart, the Compagnie française des Indes orientales, struggled alongside local rulers to fill the vacuum that had been left by the decline of the Mughal Empire. The Battle of Plassey in 1757, in which the British, led by Robert Clive, defeated the Nawab of Bengal and his French allies, left the Company in control of Bengal and as the major military and political power in India. France was left control of its enclaves but with military restrictions and an obligation to support British client states, ending French hopes of controlling India. In the following decades the Company gradually increased the size of the territories under its control, either ruling directly or via local rulers under the threat of force from the British Indian Army, the vast majority of which was composed of Indian sepoys.
Question: Where were the Carnatic Wars?
Answer:",248, the middle decades of the 18th century,9,British Indian Army,the middle decades of the 18th century,0,0.0,1.5027353751666794,0.026603823999948872,0.06598873477777387,0.6205024369999137,31.0
947,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The British and French struggles in India became but one theatre of the global Seven Years' War (1756–1763) involving France, Britain and the other major European powers. The signing of the Treaty of Paris (1763) had important consequences for the future of the British Empire. In North America, France's future as a colonial power there was effectively ended with the recognition of British claims to Rupert's Land, and the ceding of New France to Britain (leaving a sizeable French-speaking population under British control) and Louisiana to Spain. Spain ceded Florida to Britain. Along with its victory over France in India, the Seven Years' War therefore left Britain as the world's most powerful maritime power.
Question: Which country acquired Florida from Spain?
Answer:",187, Spain,1,Britain,Spain,0,0.0,1.7136986188955263,0.025817902999961007,0.06601975400008087,0.09183765700004187,23.375
948,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The Dutch East India Company had founded the Cape Colony on the southern tip of Africa in 1652 as a way station for its ships travelling to and from its colonies in the East Indies. Britain formally acquired the colony, and its large Afrikaner (or Boer) population in 1806, having occupied it in 1795 to prevent its falling into French hands, following the invasion of the Netherlands by France. British immigration began to rise after 1820, and pushed thousands of Boers, resentful of British rule, northwards to found their own—mostly short-lived—independent republics, during the Great Trek of the late 1830s and early 1840s. In the process the Voortrekkers clashed repeatedly with the British, who had their own agenda with regard to colonial expansion in South Africa and with several African polities, including those of the Sotho and the Zulu nations. Eventually the Boers established two republics which had a longer lifespan: the South African Republic or Transvaal Republic (1852–77; 1881–1902) and the Orange Free State (1854–1902). In 1902 Britain occupied both republics, concluding a treaty with the two Boer Republics following the Second Boer War (1899–1902).
Question: When did the Second Boer War end?
Answer:",316, 1902,3,1902,1902,1,1.0,1.365466468618994,0.03429035199997088,0.06524020033339184,0.2300109530001464,39.5
949,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The path to independence for the white colonies of the British Empire began with the 1839 Durham Report, which proposed unification and self-government for Upper and Lower Canada, as a solution to political unrest there. This began with the passing of the Act of Union in 1840, which created the Province of Canada. Responsible government was first granted to Nova Scotia in 1848, and was soon extended to the other British North American colonies. With the passage of the British North America Act, 1867 by the British Parliament, Upper and Lower Canada, New Brunswick and Nova Scotia were formed into the Dominion of Canada, a confederation enjoying full self-government with the exception of international relations. Australia and New Zealand achieved similar levels of self-government after 1900, with the Australian colonies federating in 1901. The term ""dominion status"" was officially introduced at the Colonial Conference of 1907.
Question: When did New Zealand achieve self-government?
Answer:",228, after 1900,4,after 1900,after 1900,1,1.0,1.9232613447587963,0.026345513000023857,0.06612826125001448,0.29085855800008176,28.5
950,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: By the turn of the 20th century, fears had begun to grow in Britain that it would no longer be able to defend the metropole and the entirety of the empire while at the same time maintaining the policy of ""splendid isolation"". Germany was rapidly rising as a military and industrial power and was now seen as the most likely opponent in any future war. Recognising that it was overstretched in the Pacific and threatened at home by the Imperial German Navy, Britain formed an alliance with Japan in 1902 and with its old enemies France and Russia in 1904 and 1907, respectively.
Question: Which country did Britain ally with in 1902?
Answer:",170, Japan,1,Japan,Japan,1,1.0,1.4083795673656674,0.025291533999961757,0.06583604299999024,0.091127576999952,21.25
951,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Under the terms of the concluding Treaty of Versailles signed in 1919, the empire reached its greatest extent with the addition of 1,800,000 square miles (4,700,000 km2) and 13 million new subjects. The colonies of Germany and the Ottoman Empire were distributed to the Allied powers as League of Nations mandates. Britain gained control of Palestine, Transjordan, Iraq, parts of Cameroon and Togo, and Tanganyika. The Dominions themselves also acquired mandates of their own: the Union of South Africa gained South-West Africa (modern-day Namibia), Australia gained German New Guinea, and New Zealand Western Samoa. Nauru was made a combined mandate of Britain and the two Pacific Dominions.
Question: How many people did the Treaty of Versailles add to the British Empire?
Answer:",200," 13,000,000",6,13 million,"13,000,000",0,0.0,1.547660224902164,0.025779884000030506,0.06628160200000366,0.42346949600005246,25.0
952,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Following the defeat of Japan in the Second World War, anti-Japanese resistance movements in Malaya turned their attention towards the British, who had moved to quickly retake control of the colony, valuing it as a source of rubber and tin. The fact that the guerrillas were primarily Malayan-Chinese Communists meant that the British attempt to quell the uprising was supported by the Muslim Malay majority, on the understanding that once the insurgency had been quelled, independence would be granted. The Malayan Emergency, as it was called, began in 1948 and lasted until 1960, but by 1957, Britain felt confident enough to grant independence to the Federation of Malaya within the Commonwealth. In 1963, the 11 states of the federation together with Singapore, Sarawak and North Borneo joined to form Malaysia, but in 1965 Chinese-majority Singapore was expelled from the union following tensions between the Malay and Chinese populations. Brunei, which had been a British protectorate since 1888, declined to join the union and maintained its status until independence in 1984.
Question: When did Singapore leave the Federation of Malaya?
Answer:",272, 1965,3,1965,1965,1,1.0,1.3478810459289599,0.03435841200007417,0.06633817033328644,0.2333729229999335,34.0
953,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Plant responses to climate and other environmental changes can inform our understanding of how these changes affect ecosystem function and productivity. For example, plant phenology can be a useful proxy for temperature in historical climatology, and the biological impact of climate change and global warming. Palynology, the analysis of fossil pollen deposits in sediments from thousands or millions of years ago allows the reconstruction of past climates. Estimates of atmospheric CO2 concentrations since the Palaeozoic have been obtained from stomatal densities and the leaf shapes and sizes of ancient land plants. Ozone depletion can expose plants to higher levels of ultraviolet radiation-B (UV-B), resulting in lower growth rates. Moreover, information from studies of community ecology, plant systematics, and taxonomy is essential to understanding vegetation change, habitat destruction and species extinction.
Question: What does ozone depletion allow?
Answer:",202, higher levels of ultraviolet radiation-B,7,higher levels of ultraviolet radiation-B,higher levels of ultraviolet radiation-B,1,1.0,1.258190112211753,0.02588809400003811,0.06670779214284396,0.49284263899994585,25.25
954,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Unlike in higher animals, where parthenogenesis is rare, asexual reproduction may occur in plants by several different mechanisms. The formation of stem tubers in potato is one example. Particularly in arctic or alpine habitats, where opportunities for fertilisation of flowers by animals are rare, plantlets or bulbs, may develop instead of flowers, replacing sexual reproduction with asexual reproduction and giving rise to clonal populations genetically identical to the parent. This is one of several types of apomixis that occur in plants. Apomixis can also happen in a seed, producing a seed that contains an embryo genetically identical to the parent.
Question: How different are the children produced by asexual parents?
Answer:",175, genetically identical to the parent,5,genetically identical to the parent,genetically identical to the parent,1,1.0,1.5410693269843152,0.025545924000198283,0.06589525979998143,0.35502222300010544,21.875
